site,miner_id,ip,mac,scanner_result,model,firmware,rt_hash,avg_hash,elapsed,temperature,fan_rpm,pool_state,worker
DEMO-RIVERBEND,RB-01250,10.240.5.59,02:00:00:04:e2:aa,Success,Antminer S19 95T,20230110,92027.18 GH/s,93956.74 GH/s,3d 20h 39m,75.9/76.2/77.8 C,5548/5858/5897/6199 RPM,Connected,demo-riverbend.01250
DEMO-RIVERBEND,RB-01251,10.240.5.60,02:00:00:04:e3:cf,Success,WhatsMiner M30S++ 112T,20230110,111301.38 GH/s,109474.52 GH/s,1d 14h 12m,74.2/75.0/73.7 C,5655/5433/5956/5871 RPM,Connected,demo-riverbend.01251
DEMO-RIVERBEND,RB-01252,10.240.5.61,02:00:00:04:e4:f4,Success,Antminer S19j Pro 104T,20230315,97031.96 GH/s,100479.45 GH/s,5d 20h 08m,71.9/73.3/73.8 C,6258/5412/5730/5940 RPM,Connected,demo-riverbend.01252
DEMO-RIVERBEND,RB-01253,10.240.5.62,02:00:00:04:e5:19,Success,Antminer S19 95T,20230110,99390.37 GH/s,96740.45 GH/s,3d 01h 37m,76.9/76.8/77.9 C,6398/5523/5685/5884 RPM,Connected,demo-riverbend.01253
DEMO-RIVERBEND,RB-01254,10.240.5.63,02:00:00:04:e6:3e,Success,WhatsMiner M30S++ 112T,20230110,103072.23 GH/s,110123.27 GH/s,3d 21h 26m,71.5/70.9/73.1 C,5450/6121/5587/5674 RPM,Connected,demo-riverbend.01254
DEMO-RIVERBEND,RB-01255,10.240.5.64,02:00:00:04:e7:63,Success,Antminer S19j Pro 104T,20230315,101059.38 GH/s,105428.62 GH/s,9d 06h 40m,61.3/62.5/60.8 C,5987/6199/6350/5702 RPM,Connected,demo-riverbend.01255
DEMO-RIVERBEND,RB-01256,10.240.5.65,02:00:00:04:e8:88,Success,Antminer S19 95T,20230110,90247.10 GH/s,95506.15 GH/s,6d 08h 52m,70.4/71.1/71.8 C,5910/6201/6385/5972 RPM,Connected,demo-riverbend.01256
DEMO-RIVERBEND,RB-01257,10.240.5.66,02:00:00:04:e9:ad,Success,WhatsMiner M30S++ 112T,20230110,82624.06 GH/s,114740.19 GH/s,4d 03h 14m,61.5/63.0/61.3 C,5591/5625/6465/5458 RPM,Connected,demo-riverbend.01257
DEMO-RIVERBEND,RB-01258,10.240.5.67,02:00:00:04:ea:d2,Success,Antminer S19j Pro 104T,20230315,99552.17 GH/s,106016.49 GH/s,6d 23h 25m,72.6/73.5/72.0 C,5835/5410/6421/6303 RPM,Connected,demo-riverbend.01258
DEMO-RIVERBEND,RB-01259,10.240.5.68,02:00:00:04:eb:f7,Success,Antminer S19 95T,20230110,88616.82 GH/s,91247.74 GH/s,3d 17h 08m,71.6/71.1/72.0 C,6151/5904/6252/6121 RPM,Connected,demo-riverbend.01259
DEMO-RIVERBEND,RB-01260,10.240.5.69,02:00:00:04:ec:1c,Success,WhatsMiner M30S++ 112T,20230110,111834.51 GH/s,111361.17 GH/s,2d 23h 40m,60.8/59.9/62.1 C,6413/6196/6088/5579 RPM,Connected,demo-riverbend.01260
DEMO-RIVERBEND,RB-01261,10.240.5.70,02:00:00:04:ed:41,Success,Antminer S19j Pro 104T,20230315,100110.67 GH/s,100045.50 GH/s,8d 15h 08m,75.0/74.9/74.7 C,5904/5664/5434/6494 RPM,Connected,demo-riverbend.01261
DEMO-RIVERBEND,RB-01262,10.240.5.71,02:00:00:04:ee:66,Success,Antminer S19 95T,20230110,96320.00 GH/s,93598.28 GH/s,1d 21h 41m,60.6/60.4/61.9 C,5529/5401/5645/5934 RPM,Connected,demo-riverbend.01262
DEMO-RIVERBEND,RB-01263,10.240.5.72,02:00:00:04:ef:8b,Success,WhatsMiner M30S++ 112T,20230110,116342.49 GH/s,114442.10 GH/s,4d 10h 30m,61.8/63.3/62.1 C,5519/5709/6229/5543 RPM,Connected,demo-riverbend.01263
DEMO-RIVERBEND,RB-01264,10.240.5.73,02:00:00:04:f0:b0,Success,Antminer S19j Pro 104T,20230315,106682.36 GH/s,106233.31 GH/s,6d 18h 47m,65.2/64.7/64.9 C,6006/6366/6317/6192 RPM,Connected,demo-riverbend.01264
DEMO-RIVERBEND,RB-01265,10.240.5.74,02:00:00:04:f1:d5,Success,Antminer S19 95T,20230110,95347.96 GH/s,95270.14 GH/s,2d 23h 47m,68.3/69.5/69.1 C,5965/6259/5582/6337 RPM,Connected,demo-riverbend.01265
DEMO-RIVERBEND,RB-01266,10.240.5.75,02:00:00:04:f2:fa,Success,WhatsMiner M30S++ 112T,20230110,114413.91 GH/s,115240.48 GH/s,6d 20h 10m,67.0/68.7/66.6 C,5444/6027/5451/6049 RPM,Connected,demo-riverbend.01266
DEMO-RIVERBEND,RB-01267,10.240.5.76,02:00:00:04:f3:1f,Success,Antminer S19j Pro 104T,20230315,100994.92 GH/s,105556.82 GH/s,5d 13h 34m,73.6/72.8/75.1 C,6185/5797/5820/5682 RPM,Connected,demo-riverbend.01267
DEMO-RIVERBEND,RB-01268,10.240.5.77,02:00:00:04:f4:44,Success,Antminer S19 95T,20230110,90951.86 GH/s,92727.01 GH/s,2d 15h 43m,66.0/65.3/65.7 C,6131/5716/5506/6295 RPM,Connected,demo-riverbend.01268
DEMO-RIVERBEND,RB-01269,10.240.5.78,02:00:00:04:f5:69,Success,WhatsMiner M30S++ 112T,20230110,115813.31 GH/s,114248.08 GH/s,2d 12h 06m,73.4/73.1/75.0 C,5499/6007/6146/5445 RPM,Connected,demo-riverbend.01269
DEMO-RIVERBEND,RB-01270,10.240.5.79,02:00:00:04:f6:8e,Success,Antminer S19j Pro 104T,20230315,97525.42 GH/s,102130.27 GH/s,8d 02h 01m,72.1/73.1/72.7 C,5651/6373/5521/5785 RPM,Connected,demo-riverbend.01270
DEMO-RIVERBEND,RB-01271,10.240.5.80,02:00:00:04:f7:b3,Success,Antminer S19 95T,20230110,92573.70 GH/s,94628.72 GH/s,8d 11h 56m,68.1/69.3/69.0 C,5797/6029/6183/5846 RPM,Connected,demo-riverbend.01271
DEMO-RIVERBEND,RB-01272,10.240.5.81,02:00:00:04:f8:d8,Success,WhatsMiner M30S++ 112T,20230110,101703.41 GH/s,107600.44 GH/s,5d 00h 28m,61.7/61.0/62.2 C,6064/5455/5820/6435 RPM,Connected,demo-riverbend.01272
DEMO-RIVERBEND,RB-01273,10.240.5.82,02:00:00:04:f9:fd,Success,Antminer S19j Pro 104T,20230315,107014.32 GH/s,105466.76 GH/s,9d 03h 26m,70.8/71.1/72.8 C,6378/6141/5587/5903 RPM,Connected,demo-riverbend.01273
DEMO-RIVERBEND,RB-01274,10.240.5.83,02:00:00:04:fa:22,Success,Antminer S19 95T,20230110,96167.73 GH/s,93642.24 GH/s,2d 20h 45m,75.1/74.9/76.3 C,6456/5422/6497/5698 RPM,Connected,demo-riverbend.01274
DEMO-RIVERBEND,RB-01275,10.240.5.84,02:00:00:04:fb:47,Success,WhatsMiner M30S++ 112T,20230110,117235.28 GH/s,114212.69 GH/s,1d 10h 36m,78.0/78.1/78.5 C,5487/5662/6001/6396 RPM,Connected,demo-riverbend.01275
DEMO-RIVERBEND,RB-01276,10.240.5.85,02:00:00:04:fc:6c,Success,Antminer S19j Pro 104T,20230315,103001.32 GH/s,103922.16 GH/s,2d 05h 30m,67.2/67.0/67.5 C,5881/5437/6377/6253 RPM,Connected,demo-riverbend.01276
DEMO-RIVERBEND,RB-01277,10.240.5.86,02:00:00:04:fd:91,Success,Antminer S19 95T,20230110,97464.10 GH/s,95059.08 GH/s,5d 05h 23m,61.5/61.1/62.9 C,6486/6062/5833/5979 RPM,Connected,demo-riverbend.01277
DEMO-RIVERBEND,RB-01278,10.240.5.87,02:00:00:04:fe:b6,Success,WhatsMiner M30S++ 112T,20230110,103445.13 GH/s,107841.77 GH/s,1d 15h 21m,64.8/66.0/65.9 C,6499/6198/5533/5576 RPM,Connected,demo-riverbend.01278
DEMO-RIVERBEND,RB-01279,10.240.5.88,02:00:00:04:ff:db,Success,Antminer S19j Pro 104T,20230315,107457.13 GH/s,106377.57 GH/s,7d 06h 20m,65.7/65.3/65.8 C,6230/5636/5680/5448 RPM,Connected,demo-riverbend.01279
DEMO-RIVERBEND,RB-01280,10.240.5.89,02:00:00:05:00:00,Success,Antminer S19 95T,20230110,94745.33 GH/s,95868.66 GH/s,3d 13h 04m,77.6/78.5/78.9 C,6255/6019/5990/6455 RPM,Connected,demo-riverbend.01280
DEMO-RIVERBEND,RB-01281,10.240.5.90,02:00:00:05:01:25,Success,WhatsMiner M30S++ 112T,20230110,114717.79 GH/s,115209.10 GH/s,9d 12h 21m,68.4/69.7/70.0 C,5865/5997/5718/6418 RPM,Connected,demo-riverbend.01281
DEMO-RIVERBEND,RB-01282,10.240.5.91,02:00:00:05:02:4a,Success,Antminer S19j Pro 104T,20230315,101977.36 GH/s,106477.34 GH/s,3d 21h 06m,63.3/63.9/65.1 C,5905/5447/5905/5678 RPM,Connected,demo-riverbend.01282
DEMO-RIVERBEND,RB-01283,10.240.5.92,02:00:00:05:03:6f,Success,Antminer S19 95T,20230110,0 GH/s,0 GH/s,2d 01h 44m,255/255/255,5780/6470/6044/6211 RPM,Connected,demo-riverbend.01283
DEMO-RIVERBEND,RB-01284,10.240.5.93,02:00:00:05:04:94,Success,WhatsMiner M30S++ 112T,20230110,115253.75 GH/s,113266.60 GH/s,9d 03h 48m,61.1/60.3/61.0 C,5756/6170/6348/5855 RPM,Connected,demo-riverbend.01284
DEMO-RIVERBEND,RB-01285,10.240.5.94,02:00:00:05:05:b9,Success,Antminer S19j Pro 104T,20230315,68961.93 GH/s,103326.80 GH/s,7d 21h 29m,64.7/64.1/64.7 C,5498/6138/6065/6108 RPM,Connected,demo-riverbend.01285
DEMO-RIVERBEND,RB-01286,10.240.5.95,02:00:00:05:06:de,Success,Antminer S19 95T,20230110,92575.64 GH/s,91344.73 GH/s,7d 19h 24m,68.1/67.6/69.7 C,6092/5700/5923/6237 RPM,Connected,demo-riverbend.01286
DEMO-RIVERBEND,RB-01287,10.240.5.96,02:00:00:05:07:03,Success,WhatsMiner M30S++ 112T,20230110,110172.92 GH/s,107800.12 GH/s,2d 03h 52m,74.9/74.3/76.4 C,6031/5972/6181/6163 RPM,Connected,demo-riverbend.01287
DEMO-RIVERBEND,RB-01288,10.240.5.97,02:00:00:05:08:28,Success,Antminer S19j Pro 104T,20230315,102588.97 GH/s,106559.33 GH/s,6d 02h 34m,70.7/72.7/70.9 C,5976/6027/5847/5949 RPM,Connected,demo-riverbend.01288
DEMO-RIVERBEND,RB-01289,10.240.5.98,02:00:00:05:09:4d,Success,Antminer S19 95T,20230110,90905.41 GH/s,94133.77 GH/s,6d 10h 28m,67.3/68.5/69.2 C,5640/6217/5644/6408 RPM,Connected,demo-riverbend.01289
DEMO-RIVERBEND,RB-01290,10.240.5.99,02:00:00:05:0a:72,Success,WhatsMiner M30S++ 112T,20230110,105685.60 GH/s,110454.78 GH/s,6d 08h 38m,74.0/75.1/74.1 C,5567/6245/5829/5564 RPM,Connected,demo-riverbend.01290
DEMO-RIVERBEND,RB-01291,10.240.5.100,02:00:00:05:0b:97,Success,Antminer S19j Pro 104T,20230315,101139.19 GH/s,102236.42 GH/s,2d 05h 54m,72.8/74.7/72.5 C,5415/6414/6348/5444 RPM,Connected,demo-riverbend.01291
DEMO-RIVERBEND,RB-01292,10.240.5.101,02:00:00:05:0c:bc,Success,Antminer S19 95T,20230110,92038.16 GH/s,95614.28 GH/s,4d 01h 06m,77.4/78.2/77.1 C,5955/5835/5616/5444 RPM,Connected,demo-riverbend.01292
DEMO-RIVERBEND,RB-01293,10.240.5.102,02:00:00:05:0d:e1,Success,WhatsMiner M30S++ 112T,20230110,113621.65 GH/s,111501.09 GH/s,9d 18h 30m,77.5/77.2/79.1 C,5818/6417/6414/5614 RPM,Connected,demo-riverbend.01293
DEMO-RIVERBEND,RB-01294,10.240.5.103,02:00:00:05:0e:06,Success,Antminer S19j Pro 104T,20230315,94114.66 GH/s,100322.73 GH/s,2d 20h 41m,74.8/74.5/75.7 C,5753/5743/5721/6312 RPM,Connected,demo-riverbend.01294
DEMO-RIVERBEND,RB-01295,10.240.5.104,02:00:00:05:0f:2b,Success,Antminer S19 95T,20230110,95968.31 GH/s,95194.00 GH/s,5d 02h 03m,68.0/69.0/68.6 C,5865/6141/6306/5426 RPM,Connected,demo-riverbend.01295
DEMO-RIVERBEND,RB-01296,10.240.5.105,02:00:00:05:10:50,Success,WhatsMiner M30S++ 112T,20230110,0 GH/s,115042.18 GH/s,4d 04h 05m,255/255/255,5589/5581/5436/5656 RPM,Connected,demo-riverbend.01296
DEMO-RIVERBEND,RB-01297,10.240.5.106,02:00:00:05:11:75,Success,Antminer S19j Pro 104T,20230315,103886.73 GH/s,103520.33 GH/s,1d 14h 37m,62.6/64.5/62.8 C,6456/5417/5447/5636 RPM,Connected,demo-riverbend.01297
DEMO-RIVERBEND,RB-01298,10.240.5.107,02:00:00:05:12:9a,Success,Antminer S19 95T,20230110,91659.76 GH/s,91624.67 GH/s,4d 05h 07m,68.0/68.6/68.3 C,6216/6020/6028/5801 RPM,Connected,demo-riverbend.01298
DEMO-RIVERBEND,RB-01299,10.240.5.108,02:00:00:05:13:bf,Success,WhatsMiner M30S++ 112T,20230110,105168.31 GH/s,110444.52 GH/s,8d 08h 57m,76.1/77.7/76.1 C,5573/5702/6372/6466 RPM,Connected,demo-riverbend.01299
DEMO-RIVERBEND,RB-01300,10.240.5.109,02:00:00:05:14:e4,Success,Antminer S19j Pro 104T,20230315,71636.81 GH/s,106887.58 GH/s,3d 06h 24m,71.9/70.9/73.5 C,5735/6148/5685/5982 RPM,Connected,demo-riverbend.01300
DEMO-RIVERBEND,RB-01301,10.240.5.110,02:00:00:05:15:09,Success,Antminer S19 95T,20230110,88344.58 GH/s,92425.45 GH/s,3d 02h 38m,73.5/75.4/73.8 C,6057/6495/5941/6138 RPM,Connected,demo-riverbend.01301
DEMO-RIVERBEND,RB-01302,10.240.5.111,02:00:00:05:16:2e,Success,WhatsMiner M30S++ 112T,20230110,115190.20 GH/s,114640.74 GH/s,8d 16h 24m,68.9/69.8/68.1 C,5433/6033/6200/5460 RPM,Connected,demo-riverbend.01302
DEMO-RIVERBEND,RB-01303,10.240.5.112,02:00:00:05:17:53,Success,Antminer S19j Pro 104T,20230315,95765.25 GH/s,100254.30 GH/s,4d 12h 57m,63.9/64.2/64.1 C,5976/6058/5960/6138 RPM,Connected,demo-riverbend.01303
DEMO-RIVERBEND,RB-01304,10.240.5.113,02:00:00:05:18:78,Success,Antminer S19 95T,20230110,97334.37 GH/s,95706.50 GH/s,7d 15h 34m,71.3/72.9/72.8 C,6109/6318/6259/5422 RPM,Connected,demo-riverbend.01304
DEMO-RIVERBEND,RB-01305,10.240.5.114,02:00:00:05:19:9d,Success,WhatsMiner M30S++ 112T,20230110,108975.36 GH/s,111375.96 GH/s,8d 12h 53m,69.8/71.1/70.4 C,5696/6221/6082/5532 RPM,Connected,demo-riverbend.01305
DEMO-RIVERBEND,RB-01306,10.240.5.115,02:00:00:05:1a:c2,Success,Antminer S19j Pro 104T,20230315,0 GH/s,104275.32 GH/s,7d 15h 50m,255/255/255,5995/6078/5796/5997 RPM,Connected,demo-riverbend.01306
DEMO-RIVERBEND,RB-01307,10.240.5.116,02:00:00:05:1b:e7,Success,Antminer S19 95T,20230110,94629.83 GH/s,97477.87 GH/s,4d 15h 46m,60.8/60.0/61.7 C,6145/5643/5872/6317 RPM,Connected,demo-riverbend.01307
DEMO-RIVERBEND,RB-01308,10.240.5.117,02:00:00:05:1c:0c,Success,WhatsMiner M30S++ 112T,20230110,108248.99 GH/s,111095.50 GH/s,3d 07h 08m,77.8/79.2/78.5 C,5885/5685/5883/5716 RPM,Connected,demo-riverbend.01308
DEMO-RIVERBEND,RB-01309,10.240.5.118,02:00:00:05:1d:31,Success,Antminer S19j Pro 104T,20230315,107267.71 GH/s,105797.10 GH/s,5d 15h 47m,76.5/76.1/78.4 C,6376/5752/6385/5730 RPM,Connected,demo-riverbend.01309
DEMO-RIVERBEND,RB-01310,10.240.5.119,02:00:00:05:1e:56,Success,Antminer S19 95T,20230110,89496.06 GH/s,92487.19 GH/s,5d 07h 45m,64.7/66.3/65.5 C,5888/5879/6148/5644 RPM,Connected,demo-riverbend.01310
DEMO-RIVERBEND,RB-01311,10.240.5.120,02:00:00:05:1f:7b,Success,WhatsMiner M30S++ 112T,20230110,113051.64 GH/s,113452.42 GH/s,5d 14h 01m,71.3/70.6/73.2 C,5904/6161/5445/5890 RPM,Connected,demo-riverbend.01311
DEMO-RIVERBEND,RB-01312,10.240.5.121,02:00:00:05:20:a0,Success,Antminer S19j Pro 104T,20230315,99304.34 GH/s,102658.14 GH/s,1d 16h 05m,68.9/70.8/68.6 C,6157/5853/5801/5979 RPM,Connected,demo-riverbend.01312
DEMO-RIVERBEND,RB-01313,10.240.5.122,02:00:00:05:21:c5,Success,Antminer S19 95T,20230110,91311.95 GH/s,91395.30 GH/s,5d 19h 06m,60.1/60.7/60.0 C,5761/5551/6380/5759 RPM,Connected,demo-riverbend.01313
DEMO-RIVERBEND,RB-01314,10.240.5.123,02:00:00:05:22:ea,Success,WhatsMiner M30S++ 112T,20230110,104536.18 GH/s,107860.25 GH/s,9d 10h 38m,62.7/62.4/63.8 C,5465/6148/6316/6381 RPM,Connected,demo-riverbend.01314
DEMO-RIVERBEND,RB-01315,10.240.5.124,02:00:00:05:23:0f,Success,Antminer S19j Pro 104T,20230315,95042.20 GH/s,100526.37 GH/s,3d 10h 34m,63.7/64.8/64.9 C,5447/5812/5905/6449 RPM,Connected,demo-riverbend.01315
DEMO-RIVERBEND,RB-01316,10.240.5.125,02:00:00:05:24:34,Success,Antminer S19 95T,20230110,89571.52 GH/s,91640.46 GH/s,4d 06h 03m,66.2/67.9/68.0 C,6175/6316/5559/6186 RPM,Connected,demo-riverbend.01316
DEMO-RIVERBEND,RB-01317,10.240.5.126,02:00:00:05:25:59,Success,WhatsMiner M30S++ 112T,20230110,104248.23 GH/s,111885.16 GH/s,8d 19h 25m,63.5/63.4/64.6 C,5922/5757/5823/6485 RPM,Connected,demo-riverbend.01317
DEMO-RIVERBEND,RB-01318,10.240.5.127,02:00:00:05:26:7e,Success,Antminer S19j Pro 104T,20230315,98840.62 GH/s,104920.37 GH/s,8d 23h 26m,68.3/68.2/67.9 C,6171/5799/6270/5612 RPM,Connected,demo-riverbend.01318
DEMO-RIVERBEND,RB-01319,10.240.5.128,02:00:00:05:27:a3,Success,Antminer S19 95T,20230110,92642.43 GH/s,94455.81 GH/s,7d 07h 56m,70.1/69.5/70.2 C,6193/5656/6158/6067 RPM,Connected,demo-riverbend.01319
DEMO-RIVERBEND,RB-01320,10.240.5.129,02:00:00:05:28:c8,Success,WhatsMiner M30S++ 112T,20230110,110965.79 GH/s,114096.03 GH/s,4d 11h 22m,65.0/66.9/65.5 C,5856/6064/6427/6114 RPM,Connected,demo-riverbend.01320
DEMO-RIVERBEND,RB-01321,10.240.5.130,02:00:00:05:29:ed,Success,Antminer S19j Pro 104T,20230315,100666.27 GH/s,100501.25 GH/s,8d 13h 58m,71.5/70.9/71.7 C,5575/5543/5412/6083 RPM,Connected,demo-riverbend.01321
DEMO-RIVERBEND,RB-01322,10.240.5.131,02:00:00:05:2a:12,Success,Antminer S19 95T,20230110,87975.89 GH/s,93825.15 GH/s,7d 18h 43m,67.9/69.5/69.1 C,5875/5998/5589/5664 RPM,Connected,demo-riverbend.01322
DEMO-RIVERBEND,RB-01323,10.240.5.132,02:00:00:05:2b:37,Success,WhatsMiner M30S++ 112T,20230110,104723.81 GH/s,109477.34 GH/s,3d 06h 53m,76.9/77.0/78.8 C,6090/5557/6258/6091 RPM,Connected,demo-riverbend.01323
DEMO-RIVERBEND,RB-01324,10.240.5.133,02:00:00:05:2c:5c,Success,Antminer S19j Pro 104T,20230315,94121.90 GH/s,101068.89 GH/s,4d 03h 05m,67.3/68.7/68.6 C,6235/5677/5801/6033 RPM,Connected,demo-riverbend.01324
DEMO-RIVERBEND,RB-01325,10.240.5.134,02:00:00:05:2d:81,Success,Antminer S19 95T,20230110,97464.89 GH/s,97155.50 GH/s,6d 06h 33m,65.6/66.8/66.2 C,6297/6418/6289/6248 RPM,Connected,demo-riverbend.01325
DEMO-RIVERBEND,RB-01326,10.240.5.135,02:00:00:05:2e:a6,Success,WhatsMiner M30S++ 112T,20230110,112745.59 GH/s,115318.17 GH/s,7d 00h 35m,70.3/69.6/71.1 C,6001/5827/5794/6293 RPM,Connected,demo-riverbend.01326
DEMO-RIVERBEND,RB-01327,10.240.5.136,02:00:00:05:2f:cb,Success,Antminer S19j Pro 104T,20230315,96055.14 GH/s,102621.50 GH/s,8d 23h 24m,74.8/76.6/74.4 C,6052/6336/6376/5802 RPM,Connected,demo-riverbend.01327
DEMO-RIVERBEND,RB-01328,10.240.5.137,02:00:00:05:30:f0,Success,Antminer S19 95T,20230110,90847.96 GH/s,96356.93 GH/s,4d 06h 14m,68.3/69.6/69.6 C,6083/5758/5730/5748 RPM,Connected,demo-riverbend.01328
DEMO-RIVERBEND,RB-01329,10.240.5.138,02:00:00:05:31:15,Success,WhatsMiner M30S++ 112T,20230110,115047.35 GH/s,115318.88 GH/s,6d 19h 58m,60.1/60.5/62.1 C,5793/6043/5409/5853 RPM,Connected,demo-riverbend.01329
DEMO-RIVERBEND,RB-01330,10.240.5.139,02:00:00:05:32:3a,Success,Antminer S19j Pro 104T,20230315,98473.71 GH/s,105054.68 GH/s,3d 06h 08m,61.3/62.6/62.4 C,5498/5564/5575/5642 RPM,Connected,demo-riverbend.01330
DEMO-RIVERBEND,RB-01331,10.240.5.140,02:00:00:05:33:5f,Success,Antminer S19 95T,20230110,93751.57 GH/s,92753.01 GH/s,5d 03h 55m,73.8/74.1/74.9 C,6260/6213/5646/5562 RPM,Connected,demo-riverbend.01331
DEMO-RIVERBEND,RB-01332,10.240.5.141,02:00:00:05:34:84,Success,WhatsMiner M30S++ 112T,20230110,102144.51 GH/s,107870.82 GH/s,3d 23h 53m,65.7/67.7/66.4 C,5492/5501/6198/5890 RPM,Connected,demo-riverbend.01332
DEMO-RIVERBEND,RB-01333,10.240.5.142,02:00:00:05:35:a9,Success,Antminer S19j Pro 104T,20230315,99975.08 GH/s,104798.47 GH/s,6d 22h 24m,77.1/78.6/77.0 C,5560/5606/6231/5755 RPM,Connected,demo-riverbend.01333
DEMO-RIVERBEND,RB-01334,10.240.5.143,02:00:00:05:36:ce,Success,Antminer S19 95T,20230110,93927.29 GH/s,97340.64 GH/s,9d 02h 18m,65.6/66.4/66.5 C,6198/5403/5634/5702 RPM,Connected,demo-riverbend.01334
DEMO-RIVERBEND,RB-01335,10.240.5.144,02:00:00:05:37:f3,Success,WhatsMiner M30S++ 112T,20230110,107297.77 GH/s,111696.84 GH/s,9d 18h 42m,73.9/73.5/72.9 C,6098/6219/6058/6328 RPM,Connected,demo-riverbend.01335
DEMO-RIVERBEND,RB-01336,10.240.5.145,02:00:00:05:38:18,Success,Antminer S19j Pro 104T,20230315,99409.03 GH/s,101265.56 GH/s,2d 14h 58m,61.8/63.1/63.2 C,5857/5928/6039/5830 RPM,Connected,demo-riverbend.01336
DEMO-RIVERBEND,RB-01337,10.240.5.146,02:00:00:05:39:3d,Success,Antminer S19 95T,20230110,86527.50 GH/s,92630.89 GH/s,3d 14h 04m,69.6/68.8/69.2 C,5809/6192/5486/5522 RPM,Connected,demo-riverbend.01337
DEMO-RIVERBEND,RB-01338,10.240.5.147,02:00:00:05:3a:62,Success,WhatsMiner M30S++ 112T,20230110,72452.50 GH/s,112044.44 GH/s,9d 12h 44m,62.3/61.8/61.6 C,5566/6491/6241/5756 RPM,Connected,demo-riverbend.01338
DEMO-RIVERBEND,RB-01339,10.240.5.148,02:00:00:05:3b:87,Success,Antminer S19j Pro 104T,20230315,94070.99 GH/s,100083.02 GH/s,4d 18h 21m,77.6/78.0/78.0 C,6359/6304/6488/6015 RPM,Connected,demo-riverbend.01339
DEMO-RIVERBEND,RB-01340,10.240.5.149,02:00:00:05:3c:ac,Success,Antminer S19 95T,20230110,93106.70 GH/s,91916.40 GH/s,2d 02h 32m,60.3/60.5/59.8 C,6304/6024/6146/6213 RPM,Connected,demo-riverbend.01340
DEMO-RIVERBEND,RB-01341,10.240.5.150,02:00:00:05:3d:d1,Success,WhatsMiner M30S++ 112T,20230110,110563.44 GH/s,115012.38 GH/s,8d 14h 36m,67.0/67.5/66.8 C,5496/6398/5923/5884 RPM,Connected,demo-riverbend.01341
DEMO-RIVERBEND,RB-01342,10.240.5.151,02:00:00:05:3e:f6,Success,Antminer S19j Pro 104T,20230315,102887.97 GH/s,101094.86 GH/s,4d 01h 04m,64.2/65.0/65.3 C,5742/6431/6160/5497 RPM,Connected,demo-riverbend.01342
DEMO-RIVERBEND,RB-01343,10.240.5.152,02:00:00:05:3f:1b,Success,Antminer S19 95T,20230110,87252.20 GH/s,92838.62 GH/s,9d 03h 18m,62.4/62.1/64.2 C,5990/5857/6031/5721 RPM,Connected,demo-riverbend.01343
DEMO-RIVERBEND,RB-01344,10.240.5.153,02:00:00:05:40:40,Success,WhatsMiner M30S++ 112T,20230110,109526.00 GH/s,114396.62 GH/s,1d 17h 29m,77.8/78.7/78.6 C,5691/6021/6427/5927 RPM,Connected,demo-riverbend.01344
DEMO-RIVERBEND,RB-01345,10.240.5.154,02:00:00:05:41:65,Success,Antminer S19j Pro 104T,20230315,103298.43 GH/s,101347.63 GH/s,4d 10h 55m,60.9/60.7/61.1 C,5533/5839/6161/6352 RPM,Connected,demo-riverbend.01345
DEMO-RIVERBEND,RB-01346,10.240.5.155,02:00:00:05:42:8a,Success,Antminer S19 95T,20230110,92666.92 GH/s,91259.11 GH/s,5d 17h 12m,74.5/76.2/75.3 C,5922/5422/6201/6219 RPM,Connected,demo-riverbend.01346
DEMO-RIVERBEND,RB-01347,10.240.5.156,02:00:00:05:43:af,Success,WhatsMiner M30S++ 112T,20230110,104857.67 GH/s,109557.18 GH/s,1d 14h 10m,67.8/67.9/69.5 C,6156/6058/5826/6233 RPM,Connected,demo-riverbend.01347
DEMO-RIVERBEND,RB-01348,10.240.5.157,02:00:00:05:44:d4,Success,Antminer S19j Pro 104T,20230315,99692.50 GH/s,104311.16 GH/s,5d 17h 23m,70.0/71.3/71.6 C,5756/5953/6026/6031 RPM,Connected,demo-riverbend.01348
DEMO-RIVERBEND,RB-01349,10.240.5.158,02:00:00:05:45:f9,Success,Antminer S19 95T,20230110,0 GH/s,96908.12 GH/s,1d 18h 45m,70.9/70.7/70.7 C,6167/5773/6150/6439 RPM,Connected,demo-riverbend.01349
DEMO-RIVERBEND,RB-01350,10.240.5.159,02:00:00:05:46:1e,Success,WhatsMiner M30S++ 112T,20230110,100938.17 GH/s,107892.69 GH/s,2d 20h 44m,75.6/75.6/77.3 C,5630/6382/5837/5731 RPM,Connected,demo-riverbend.01350
DEMO-RIVERBEND,RB-01351,10.240.5.160,02:00:00:05:47:43,Success,Antminer S19j Pro 104T,20230315,103608.12 GH/s,103694.28 GH/s,8d 21h 29m,62.7/63.3/64.2 C,5595/6169/6149/5671 RPM,Connected,demo-riverbend.01351
DEMO-RIVERBEND,RB-01352,10.240.5.161,02:00:00:05:48:68,Success,Antminer S19 95T,20230110,89676.94 GH/s,93148.42 GH/s,1d 22h 49m,76.3/77.9/75.8 C,5461/5764/6117/6223 RPM,Connected,demo-riverbend.01352
